re_Code;re_Text;re_CodeF;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
G4008;Sonstige lokalisationsbezogene (fokale) (partielle) idiopathische Epilepsie und epileptische Syndrome mit fokal beginnenden Anfällen;G40.08;0;1;0
G4009;Lokalisationsbezogene (fokale) (partielle) idiopathische Epilepsie und epileptische Syndrome mit fokal beginnenden Anfällen, nicht näher bezeichnet;G40.09;0;1;0
G401;Lokalisationsbezogene (fokale) (partielle) symptomatische Epilepsie und epileptische Syndrome mit einfachen fokalen Anfällen;G40.1;0;1;0
G402;Lokalisationsbezogene (fokale) (partielle) symptomatische Epilepsie und epileptische Syndrome mit komplexen fokalen Anfällen;G40.2;1;1;0
G403;Generalisierte idiopathische Epilepsie und epileptische Syndrome;G40.3;1;1;0
G404;Sonstige generalisierte Epilepsie und epileptische Syndrome;G40.4;0;1;0
G405;Spezielle epileptische Syndrome;G40.5;0;1;0
G406;Grand-mal-Anfälle, nicht näher bezeichnet (mit oder ohne Petit mal);G40.6;0;1;0
G407;Petit-mal-Anfälle, nicht näher bezeichnet, ohne Grand-mal-Anfälle;G40.7;0;1;0
G408;Sonstige Epilepsien;G40.8;0;1;0
G409;Epilepsie, nicht näher bezeichnet;G40.9;0;1;0
G418;Sonstiger Status epilepticus;G41.8;0;1;0
G430;Migräne ohne Aura [Gewöhnliche Migräne];G43.0;0;1;0
G431;Migräne mit Aura [Klassische Migräne];G43.1;0;1;0
G433;Komplizierte Migräne;G43.3;0;1;0
G438;Sonstige Migräne;G43.8;0;1;0
G439;Migräne, nicht näher bezeichnet;G43.9;0;1;0
G440;Cluster-Kopfschmerz;G44.0;0;1;0
G441;Vasomotorischer Kopfschmerz, anderenorts nicht klassifiziert;G44.1;0;1;0
G442;Spannungskopfschmerz;G44.2;0;1;0
G443;Chronischer posttraumatischer Kopfschmerz;G44.3;0;1;0
G444;Arzneimittelinduzierter Kopfschmerz, anderenorts nicht klassifiziert;G44.4;0;1;0
G448;Sonstige näher bezeichnete Kopfschmerzsyndrome;G44.8;0;1;0
G4589;Sonstige zerebrale transitorische Ischämie und verwandte Syndrome: Verlauf der Rückbildung nicht näher bezeichnet;G45.89;0;1;0
G4592;Zerebrale transitorische Ischämie, nicht näher bezeichnet: Komplette Rückbildung innerhalb von 1 bis 24 Stunden;G45.92;0;1;0
G467;Sonstige lakunäre Syndrome;G46.7;0;1;0
G468;Sonstige Syndrome der Hirngefäße bei zerebrovaskulären Krankheiten;G46.8;0;1;0
G470;Ein- und Durchschlafstörungen;G47.0;0;1;0
G471;Krankhaft gesteigertes Schlafbedürfnis;G47.1;0;1;0
G472;Störungen des Schlaf-Wach-Rhythmus;G47.2;0;1;0
G4730;Zentrales Schlafapnoe-Syndrom;G47.30;0;1;0
G4731;Obstruktives Schlafapnoe-Syndrom;G47.31;0;1;0
G4732;Schlafbezogenes Hypoventilations-Syndrom;G47.32;0;1;0
G4738;Sonstige Schlafapnoe;G47.38;0;1;0
G4739;Schlafapnoe, nicht näher bezeichnet;G47.39;0;1;0
G474;Narkolepsie und Kataplexie;G47.4;0;1;0
G478;Sonstige Schlafstörungen;G47.8;0;1;0
G479;Schlafstörung, nicht näher bezeichnet;G47.9;0;1;0
G500;Trigeminusneuralgie;G50.0;0;1;0
G510;Fazialisparese;G51.0;0;1;0
G530;Neuralgie nach Zoster;G53.0;0;1;0
G540;Läsionen des Plexus brachialis;G54.0;0;1;0
G542;Läsionen der Zervikalwurzeln, anderenorts nicht klassifiziert;G54.2;0;1;0
G551;Kompression von Nervenwurzeln und Nervenplexus bei Bandscheibenschäden;G55.1;0;1;0
G552;Kompression von Nervenwurzeln und Nervenplexus bei Spondylose;G55.2;0;1;0
G553;Kompression von Nervenwurzeln und Nervenplexus bei sonstigen Krankheiten der Wirbelsäule und des Rückens;G55.3;0;1;0
G560;Karpaltunnel-Syndrom;G56.0;0;1;0
G561;Sonstige Läsionen des N. medianus;G56.1;0;1;0
G562;Läsion des N. ulnaris;G56.2;0;1;0
G563;Läsion des N. radialis;G56.3;0;1;0
G571;Meralgia paraesthetica;G57.1;0;1;0
G573;Läsion des N. fibularis (peronaeus) communis;G57.3;0;1;0
G580;Interkostalneuropathie;G58.0;0;1;0
G603;Idiopathische progressive Neuropathie;G60.3;0;1;0
G620;Arzneimittelinduzierte Polyneuropathie;G62.0;0;1;0
G621;Alkohol-Polyneuropathie;G62.1;0;1;0
G622;Polyneuropathie durch sonstige toxische Agenzien;G62.2;0;1;0
G6288;Sonstige näher bezeichnete Polyneuropathien;G62.88;0;1;0
G629;Polyneuropathie, nicht näher bezeichnet;G62.9;0;1;0
G632;Diabetische Polyneuropathie;G63.2;0;1;0
G633;Polyneuropathie bei sonstigen endokrinen und Stoffwechselkrankheiten;G63.3;0;1;0
G634;Polyneuropathie bei alimentären Mangelzuständen;G63.4;0;1;0
G64;Sonstige Krankheiten des peripheren Nervensystems;G64;0;1;0
G700;Myasthenia gravis;G70.0;0;1;0
G710;Muskeldystrophie;G71.0;0;1;0
G711;Myotone Syndrome;G71.1;0;1;0
G729;Myopathie, nicht näher bezeichnet;G72.9;0;1;0
G800;Spastische tetraplegische Zerebralparese;G80.0;0;1;0
G809;Infantile Zerebralparese, nicht näher bezeichnet;G80.9;0;1;0
G810;Schlaffe Hemiparese und Hemiplegie;G81.0;0;1;0
G811;Spastische Hemiparese und Hemiplegie;G81.1;0;1;0
G819;Hemiparese und Hemiplegie, nicht näher bezeichnet;G81.9;0;1;0
G8203;Schlaffe Paraparese und Paraplegie: Chronische inkomplette Querschnittlähmung;G82.03;0;1;0
G8213;Spastische Paraparese und Paraplegie: Chronische inkomplette Querschnittlähmung;G82.13;0;1;0
G8229;Paraparese und Paraplegie, nicht näher bezeichnet: Nicht näher bezeichnet;G82.29;0;1;0
G8243;Spastische Tetraparese und Tetraplegie: Chronische inkomplette Querschnittlähmung;G82.43;0;1;0
G8249;Spastische Tetraparese und Tetraplegie: Nicht näher bezeichnet;G82.49;0;1;0
G8269;Funktionale Höhe der Schädigung des Rückenmarkes: Nicht näher bezeichnet;G82.69;0;1;0
G831;Monoparese und Monoplegie einer unteren Extremität;G83.1;0;1;0
G832;Monoparese und Monoplegie einer oberen Extremität;G83.2;0;1;0
G903;Multisystem-Atrophie;G90.3;0;1;0
G911;Hydrocephalus occlusus;G91.1;0;1;0
G9120;Idiopathischer Normaldruckhydrozephalus;G91.20;0;1;0
G9129;Normaldruckhydrozephalus, nicht näher bezeichnet;G91.29;0;1;0
G918;Sonstiger Hydrozephalus;G91.8;0;1;0
G919;Hydrozephalus, nicht näher bezeichnet;G91.9;0;1;0
G92;Toxische Enzephalopathie;G92;0;1;0
G930;Hirnzysten;G93.0;0;1;0
G931;Anoxische Hirnschädigung, anderenorts nicht klassifiziert;G93.1;0;1;0
G932;Benigne intrakranielle Hypertension [Pseudotumor cerebri];G93.2;0;1;0
G934;Enzephalopathie, nicht näher bezeichnet;G93.4;0;1;0
G9388;Sonstige näher bezeichnete Krankheiten des Gehirns;G93.88;0;1;0
G971;Sonstige Reaktion auf Spinal- und Lumbalpunktion;G97.1;0;1;0
G992;Myelopathie bei anderenorts klassifizierten Krankheiten;G99.2;0;1;0
H000;Hordeolum und sonstige tiefe Entzündung des Augenlides;H00.0;0;1;0
H010;Blepharitis;H01.0;0;1;0
H021;Ektropium des Augenlides;H02.1;0;1;0
H024;Ptosis des Augenlides;H02.4;0;1;0
H028;Sonstige näher bezeichnete Affektionen des Augenlides;H02.8;0;1;0
H041;Sonstige Affektionen der Tränendrüse;H04.1;0;1;0
H062;Exophthalmus bei Funktionsstörung der Schilddrüse;H06.2;0;1;0
H102;Sonstige akute Konjunktivitis;H10.2;0;1;0
H103;Akute Konjunktivitis, nicht näher bezeichnet;H10.3;0;1;0
H108;Sonstige Konjunktivitis;H10.8;0;1;0
H109;Konjunktivitis, nicht näher bezeichnet;H10.9;0;1;0
H113;Blutung der Konjunktiva;H11.3;0;1;0
H160;Ulcus corneae;H16.0;0;1;0
H161;Sonstige oberflächliche Keratitis ohne Konjunktivitis;H16.1;0;1;0
H162;Keratokonjunktivitis;H16.2;0;1;0
H184;Hornhautdegeneration;H18.4;0;1;0
H193;Keratitis und Keratokonjunktivitis bei sonstigen anderenorts klassifizierten Krankheiten;H19.3;0;1;0
H251;Cataracta nuclearis senilis;H25.1;0;1;0
H259;Senile Katarakt, nicht näher bezeichnet;H25.9;0;1;0
H264;Cataracta secundaria;H26.4;0;1;0
H268;Sonstige näher bezeichnete Kataraktformen;H26.8;0;1;0
H269;Katarakt, nicht näher bezeichnet;H26.9;0;1;0
H280;Diabetische Katarakt;H28.0;0;1;0
H332;Seröse Netzhautablösung;H33.2;0;1;0
H348;Sonstiger Netzhautgefäßverschluss;H34.8;0;1;0
H350;Retinopathien des Augenhintergrundes und Veränderungen der Netzhautgefäße;H35.0;0;1;0
H353;Degeneration der Makula und des hinteren Poles;H35.3;0;1;0
H355;Hereditäre Netzhautdystrophie;H35.5;0;1;0
H360;Retinopathia diabetica;H36.0;0;1;0
H368;Sonstige Affektionen der Netzhaut bei anderenorts klassifizierten Krankheiten;H36.8;0;1;0
H400;Glaukomverdacht;H40.0;0;1;0
H401;Primäres Weitwinkelglaukom;H40.1;0;1;0
H402;Primäres Engwinkelglaukom;H40.2;0;1;0
H408;Sonstiges Glaukom;H40.8;0;1;0
H409;Glaukom, nicht näher bezeichnet;H40.9;0;1;0
H438;Sonstige Affektionen des Glaskörpers;H43.8;0;1;0
H472;Optikusatrophie;H47.2;0;1;0
H501;Strabismus concomitans divergens;H50.1;0;1;0
H509;Strabismus, nicht näher bezeichnet;H50.9;0;1;0
H520;Hypermetropie;H52.0;0;1;0
H521;Myopie;H52.1;0;1;0
H522;Astigmatismus;H52.2;0;1;0
H524;Presbyopie;H52.4;0;1;0
H530;Amblyopia ex anopsia;H53.0;0;1;0
H531;Subjektive Sehstörungen;H53.1;0;1;0
H534;Gesichtsfelddefekte;H53.4;0;1;0
H538;Sonstige Sehstörungen;H53.8;0;1;0
H539;Sehstörung, nicht näher bezeichnet;H53.9;0;1;0
H540;Blindheit und hochgradige Sehbehinderung, binokular;H54.0;0;1;0
H541;Schwere Sehbeeinträchtigung, binokular;H54.1;0;1;0
H542;Mittelschwere Sehbeeinträchtigung, binokular;H54.2;0;1;0
H544;Blindheit und hochgradige Sehbehinderung, monokular;H54.4;0;1;0
H549;Nicht näher bezeichnete Sehbeeinträchtigung (binokular);H54.9;0;1;0
H55;Nystagmus und sonstige abnorme Augenbewegungen;H55;0;1;0
H570;Pupillenfunktionsstörungen;H57.0;0;1;0
H600;Abszess des äußeren Ohres;H60.0;0;1;0
H605;Akute Otitis externa, nichtinfektiös;H60.5;0;1;0
H608;Sonstige Otitis externa;H60.8;0;1;0
H609;Otitis externa, nicht näher bezeichnet;H60.9;0;1;0
H610;Perichondritis des äußeren Ohres;H61.0;0;1;0
H612;Zeruminalpfropf;H61.2;0;1;0
H659;Nichteitrige Otitis media, nicht näher bezeichnet;H65.9;0;1;0
H669;Otitis media, nicht näher bezeichnet;H66.9;0;1;0
H698;Sonstige näher bezeichnete Krankheiten der Tuba auditiva;H69.8;0;1;0
H810;Ménière-Krankheit;H81.0;0;1;0
H811;Benigner paroxysmaler Schwindel;H81.1;0;1;0
H812;Neuropathia vestibularis;H81.2;0;1;0
H813;Sonstiger peripherer Schwindel;H81.3;0;1;0
H814;Schwindel zentralen Ursprungs;H81.4;0;1;0
H818;Sonstige Störungen der Vestibularfunktion;H81.8;0;1;0
H819;Störung der Vestibularfunktion, nicht näher bezeichnet;H81.9;0;1;0
H900;Beidseitiger Hörverlust durch Schallleitungsstörung;H90.0;0;1;0
H903;Beidseitiger Hörverlust durch Schallempfindungsstörung;H90.3;0;1;0
H905;Hörverlust durch Schallempfindungsstörung, nicht näher bezeichnet;H90.5;0;1;0
H908;Kombinierter Hörverlust durch Schallleitungs- und Schallempfindungsstörung, nicht näher bezeichnet;H90.8;0;1;0
H911;Presbyakusis;H91.1;0;1;0
H912;Idiopathischer Hörsturz;H91.2;0;1;0
H913;Taubstummheit, anderenorts nicht klassifiziert;H91.3;0;1;0
H918;Sonstiger näher bezeichneter Hörverlust;H91.8;0;1;0
H919;Hörverlust, nicht näher bezeichnet;H91.9;0;1;0
H920;Otalgie;H92.0;0;1;0
H931;Tinnitus aurium;H93.1;0;1;0
I071;Trikuspidalklappeninsuffizienz;I07.1;0;1;0
I078;Sonstige Trikuspidalklappenkrankheiten;I07.8;0;1;0
I080;Krankheiten der Mitral- und Aortenklappe, kombiniert;I08.0;0;1;0
I081;Krankheiten der Mitral- und Trikuspidalklappe, kombiniert;I08.1;0;1;0
I1000;Benigne essentielle Hypertonie: Ohne Angabe einer hypertensiven Krise;I10.00;0;1;0
I1001;Benigne essentielle Hypertonie: Mit Angabe einer hypertensiven Krise;I10.01;0;1;0
I1010;Maligne essentielle Hypertonie: Ohne Angabe einer hypertensiven Krise;I10.10;0;1;0
I1011;Maligne essentielle Hypertonie: Mit Angabe einer hypertensiven Krise;I10.11;0;1;0
I1090;Essentielle Hypertonie, nicht näher bezeichnet: Ohne Angabe einer hypertensiven Krise;I10.90;0;1;0
I1091;Essentielle Hypertonie, nicht näher bezeichnet: Mit Angabe einer hypertensiven Krise;I10.91;0;1;0
I1100;Hypertensive Herzkrankheit mit (kongestiver) Herzinsuffizienz: Ohne Angabe einer hypertensiven Krise;I11.00;0;1;0
I1101;Hypertensive Herzkrankheit mit (kongestiver) Herzinsuffizienz: Mit Angabe einer hypertensiven Krise;I11.01;0;1;0
I1190;Hypertensive Herzkrankheit ohne (kongestive) Herzinsuffizienz: Ohne Angabe einer hypertensiven Krise;I11.90;0;1;0
I1191;Hypertensive Herzkrankheit ohne (kongestive) Herzinsuffizienz: Mit Angabe einer hypertensiven Krise;I11.91;0;1;0
I1200;Hypertensive Nierenkrankheit mit Niereninsuffizienz: Ohne Angabe einer hypertensiven Krise;I12.00;0;1;0
I1290;Hypertensive Nierenkrankheit ohne Niereninsuffizienz: Ohne Angabe einer hypertensiven Krise;I12.90;0;1;0
I1300;Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz: Ohne Angabe einer hypertensiven Krise;I13.00;0;1;0
I1310;Hypertensive Herz- und Nierenkrankheit mit Niereninsuffizienz: Ohne Angabe einer hypertensiven Krise;I13.10;0;1;0
I1320;Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz und Niereninsuffizienz: Ohne Angabe einer hypertensiven Krise;I13.20;0;1;0
I1580;Sonstige sekundäre Hypertonie: Ohne Angabe einer hypertensiven Krise;I15.80;0;1;0
I200;Instabile Angina pectoris;I20.0;0;1;0
I201;Angina pectoris mit nachgewiesenem Koronarspasmus;I20.1;0;1;0
I208;Sonstige Formen der Angina pectoris;I20.8;0;1;0
I209;Angina pectoris, nicht näher bezeichnet;I20.9;0;1;0
I210;Akuter transmuraler Myokardinfarkt der Vorderwand;I21.0;0;1;0
I211;Akuter transmuraler Myokardinfarkt der Hinterwand;I21.1;0;1;0
I214;Akuter subendokardialer Myokardinfarkt;I21.4;0;1;0
I219;Akuter Myokardinfarkt, nicht näher bezeichnet;I21.9;0;1;0
I248;Sonstige Formen der akuten ischämischen Herzkrankheit;I24.8;0;1;0
I250;Atherosklerotische Herz-Kreislauf-Krankheit, so beschrieben;I25.0;0;1;0
I2510;Atherosklerotische Herzkrankheit: Ohne hämodynamisch wirksame Stenosen;I25.10;0;1;0
I2511;Atherosklerotische Herzkrankheit: Ein-Gefäß-Erkrankung;I25.11;0;1;0
I2512;Atherosklerotische Herzkrankheit: Zwei-Gefäß-Erkrankung;I25.12;0;1;0
I2513;Atherosklerotische Herzkrankheit: Drei-Gefäß-Erkrankung;I25.13;0;1;0
I2515;Atherosklerotische Herzkrankheit: Mit stenosierten Bypass-Gefäßen;I25.15;0;1;0
I2516;Atherosklerotische Herzkrankheit: Mit stenosierten Stents;I25.16;0;1;0
I2519;Atherosklerotische Herzkrankheit: Nicht näher bezeichnet;I25.19;0;1;0
I2520;Alter Myokardinfarkt: 29 Tage bis unter 4 Monate zurückliegend;I25.20;0;1;0
I2521;Alter Myokardinfarkt: 4 Monate bis unter 1 Jahr zurückliegend;I25.21;0;1;0
I2522;Alter Myokardinfarkt: 1 Jahr und länger zurückliegend;I25.22;0;1;0
I2529;Alter Myokardinfarkt: Nicht näher bezeichnet;I25.29;0;1;0
I253;Herz (-Wand) -Aneurysma;I25.3;0;1;0
I255;Ischämische Kardiomyopathie;I25.5;0;1;0
I258;Sonstige Formen der chronischen ischämischen Herzkrankheit;I25.8;0;1;0
I259;Chronische ischämische Herzkrankheit, nicht näher bezeichnet;I25.9;0;1;0
I260;Lungenembolie mit Angabe eines akuten Cor pulmonale;I26.0;0;1;0
I269;Lungenembolie ohne Angabe eines akuten Cor pulmonale;I26.9;0;1;0
I270;Primäre pulmonale Hypertonie;I27.0;0;1;0
I2728;Sonstige näher bezeichnete sekundäre pulmonale Hypertonie;I27.28;0;1;0
I278;Sonstige näher bezeichnete pulmonale Herzkrankheiten;I27.8;0;1;0
I279;Pulmonale Herzkrankheit, nicht näher bezeichnet;I27.9;0;1;0
I313;Perikarderguss (nichtentzündlich);I31.3;0;1;0
I319;Krankheit des Perikards, nicht näher bezeichnet;I31.9;0;1;0
I340;Mitralklappeninsuffizienz;I34.0;0;1;0
I341;Mitralklappenprolaps;I34.1;0;1;0
I350;Aortenklappenstenose;I35.0;0;1;0
I351;Aortenklappeninsuffizienz;I35.1;0;1;0
I352;Aortenklappenstenose mit Insuffizienz;I35.2;0;1;0
I358;Sonstige Aortenklappenkrankheiten;I35.8;0;1;0
I359;Aortenklappenkrankheit, nicht näher bezeichnet;I35.9;0;1;0
I361;Nichtrheumatische Trikuspidalklappeninsuffizienz;I36.1;0;1;0
I38;Endokarditis, Herzklappe nicht näher bezeichnet;I38;0;1;0
I420;Dilatative Kardiomyopathie;I42.0;0;1;0
I421;Hypertrophische obstruktive Kardiomyopathie;I42.1;0;1;0
I422;Sonstige hypertrophische Kardiomyopathie;I42.2;0;1;0
I426;Alkoholische Kardiomyopathie;I42.6;0;1;0
I427;Kardiomyopathie durch Arzneimittel oder sonstige exogene Substanzen;I42.7;0;1;0
I4288;Sonstige Kardiomyopathien;I42.88;0;1;0
I429;Kardiomyopathie, nicht näher bezeichnet;I42.9;0;1;0
I440;Atrioventrikulärer Block 1. Grades;I44.0;0;1;0
I441;Atrioventrikulärer Block 2. Grades;I44.1;0;1;0
I442;Atrioventrikulärer Block 3. Grades;I44.2;0;1;0
I443;Sonstiger und nicht näher bezeichneter atrioventrikulärer Block;I44.3;0;1;0
I444;Linksanteriorer Faszikelblock;I44.4;0;1;0
I446;Sonstiger und nicht näher bezeichneter Faszikelblock;I44.6;0;1;0
I447;Linksschenkelblock, nicht näher bezeichnet;I44.7;0;1;0
I450;Rechtsfaszikulärer Block;I45.0;0;1;0
I451;Sonstiger und nicht näher bezeichneter Rechtsschenkelblock;I45.1;0;1;0
I452;Bifaszikulärer Block;I45.2;0;1;0
I456;Präexzitations-Syndrom;I45.6;0;1;0
I458;Sonstige näher bezeichnete kardiale Erregungsleitungsstörungen;I45.8;0;1;0
I459;Kardiale Erregungsleitungsstörung, nicht näher bezeichnet;I45.9;0;1;0
I460;Herzstillstand mit erfolgreicher Wiederbelebung;I46.0;0;1;0
I469;Herzstillstand, nicht näher bezeichnet;I46.9;0;1;0
I471;Supraventrikuläre Tachykardie;I47.1;0;1;0
I472;Ventrikuläre Tachykardie;I47.2;0;1;0
I479;Paroxysmale Tachykardie, nicht näher bezeichnet;I47.9;0;1;0
I4800;Vorhofflattern: Paroxysmal;I48.00;0;1;0
I4801;Vorhofflattern: Chronisch;I48.01;0;1;0
I4809;Vorhofflattern: Nicht näher bezeichnet;I48.09;0;1;0
I4810;Vorhofflimmern: Paroxysmal;I48.10;0;1;0
I4811;Vorhofflimmern: Chronisch;I48.11;0;1;0
I4819;Vorhofflimmern: Nicht näher bezeichnet;I48.19;0;1;0
I491;Vorhofextrasystolie;I49.1;0;1;0
I493;Ventrikuläre Extrasystolie;I49.3;0;1;0
I494;Sonstige und nicht näher bezeichnete Extrasystolie;I49.4;0;1;0
I495;Sick-Sinus-Syndrom;I49.5;0;1;0
I498;Sonstige näher bezeichnete kardiale Arrhythmien;I49.8;0;1;0
I499;Kardiale Arrhythmie, nicht näher bezeichnet;I49.9;0;1;0
I5000;Primäre Rechtsherzinsuffizienz;I50.00;0;1;0
I5001;Sekundäre Rechtsherzinsuffizienz;I50.01;0;1;0
I5011;Linksherzinsuffizienz: Ohne Beschwerden;I50.11;0;1;0
I5012;Linksherzinsuffizienz: Mit Beschwerden bei stärkerer Belastung;I50.12;0;1;0
I5013;Linksherzinsuffizienz: Mit Beschwerden bei leichterer Belastung;I50.13;0;1;0
I5014;Linksherzinsuffizienz: Mit Beschwerden in Ruhe;I50.14;0;1;0
I5019;Linksherzinsuffizienz: Nicht näher bezeichnet;I50.19;0;1;0
I509;Herzinsuffizienz, nicht näher bezeichnet;I50.9;0;1;0
I513;Intrakardiale Thrombose, anderenorts nicht klassifiziert;I51.3;0;1;0
I517;Kardiomegalie;I51.7;0;1;0
I518;Sonstige ungenau bezeichnete Herzkrankheiten;I51.8;0;1;0
I519;Herzkrankheit, nicht näher bezeichnet;I51.9;0;1;0
I610;Intrazerebrale Blutung in die Großhirnhemisphäre, subkortikal;I61.0;0;1;0
I611;Intrazerebrale Blutung in die Großhirnhemisphäre, kortikal;I61.1;0;1;0
I612;Intrazerebrale Blutung in die Großhirnhemisphäre, nicht näher bezeichnet;I61.2;0;1;0
I618;Sonstige intrazerebrale Blutung;I61.8;0;1;0
I619;Intrazerebrale Blutung, nicht näher bezeichnet;I61.9;0;1;0
I6202;Subdurale Blutung (nichttraumatisch): Chronisch;I62.02;0;1;0
I6209;Subdurale Blutung (nichttraumatisch): Nicht näher bezeichnet;I62.09;0;1;0
I629;Intrakranielle Blutung (nichttraumatisch), nicht näher bezeichnet;I62.9;0;1;0
I631;Hirninfarkt durch Embolie präzerebraler Arterien;I63.1;0;1;0
I632;Hirninfarkt durch nicht näher bezeichneten Verschluss oder Stenose präzerebraler Arterien;I63.2;0;1;0
I633;Hirninfarkt durch Thrombose zerebraler Arterien;I63.3;0;1;0
I634;Hirninfarkt durch Embolie zerebraler Arterien;I63.4;0;1;0
I635;Hirninfarkt durch nicht näher bezeichneten Verschluss oder Stenose zerebraler Arterien;I63.5;0;1;0
I638;Sonstiger Hirninfarkt;I63.8;0;1;0
I639;Hirninfarkt, nicht näher bezeichnet;I63.9;0;1;0
I64;Schlaganfall, nicht als Blutung oder Infarkt bezeichnet;I64;0;1;0
I650;Verschluss und Stenose der A. vertebralis;I65.0;0;1;0
I652;Verschluss und Stenose der A. carotis;I65.2;0;1;0
I653;Verschluss und Stenose mehrerer und beidseitiger präzerebraler Arterien;I65.3;0;1;0
